Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,10,
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,14,
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,33,
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,89,
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,206,
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,393,
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,515,
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,554,
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1814,
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,25-34,11,
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,35-44,33,
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,45-54,107,
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,55-64,228,
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,65-74,425,
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,75-84,619,
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,85+,831,
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CO,COVID-19,COVID-19,U071,All Ages,2261,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,23,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,82,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,183,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,246,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,381,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,921,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,35,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,95,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,144,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,168,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,446,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,14,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,37,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,76,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,59,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,76,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,272,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,0-24,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,45-54,40,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,55-64,148,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,65-74,300,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,75-84,462,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,85+,649,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory failure,J96,All Ages,1615,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,45-54,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,65-74,27,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,75-84,29,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,85+,64,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Respiratory arrest,R09.2,All Ages,129,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,10,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,37,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,56,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,113,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,205,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,427,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,11,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,55,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,108,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,166,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,85+,277,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,621,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,27,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,59,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,95,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,85+,189,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,376,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,0-24,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,25-34,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,45-54,18,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,55-64,67,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,65-74,82,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,75-84,129,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,85+,210,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrest,I46,All Ages,513,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,16,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,41,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,76,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,131,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,271,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Heart failure,I50,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Heart failure,I50,35-44,0,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Heart failure,I50,55-64,28,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Heart failure,I50,65-74,61,
11/15/2020,02/01/2020,11/14/2020,CT,Circulatory diseases,Heart failure,I50,75-84,103,
